Country,Date,realGDP,realPersInc,unempRate,indProd,retailSales,recBinary
Luxembourg,7/1/2004,99.04,113.1508433,0.05,112.29,62.3,1
Luxembourg,8/1/2004,99.08,113.3278451,0.051,111.09,62.8,1
Luxembourg,9/1/2004,99.11,112.9742975,0.051,112.19,62.3,1
Luxembourg,10/1/2004,99.11,112.5526702,0.05,110.79,62.8,1
Luxembourg,11/1/2004,99.07,112.3581178,0.051,111.89,63,1
Luxembourg,12/1/2004,98.99,112.3608427,0.049,110.19,63.7,1
Luxembourg,1/1/2005,98.89,112.4932649,0.048,112.49,62.1,1
Luxembourg,2/1/2005,98.81,112.6398091,0.048,106.69,61.4,1
Luxembourg,3/1/2005,98.77,112.5948244,0.047,108.79,63.8,1
Luxembourg,4/1/2005,98.78,112.1446062,0.047,110.39,62,0
Luxembourg,5/1/2005,98.83,111.2544027,0.047,111.69,61.8,0
Luxembourg,6/1/2005,98.91,110.2140566,0.046,113.29,63.6,0
Luxembourg,7/1/2005,99,109.3461339,0.045,122.99,64.1,0
Luxembourg,8/1/2005,99.08,108.8398312,0.045,117.29,63.1,0
Luxembourg,9/1/2005,99.14,108.650504,0.046,118.99,64.2,0
Luxembourg,10/1/2005,99.19,108.7092305,0.046,116.69,62.7,0
Luxembourg,11/1/2005,99.26,108.8990837,0.046,115.39,63.3,0
Luxembourg,12/1/2005,99.35,109.0217647,0.047,115.89,61.9,0
Luxembourg,1/1/2006,99.45,108.873467,0.045,116.69,66,0
Luxembourg,2/1/2006,99.53,108.4168246,0.045,113.99,66.5,0
Luxembourg,3/1/2006,99.56,107.8872615,0.047,114.19,63.4,0
Luxembourg,4/1/2006,99.57,107.5428792,0.046,112.89,67.4,0
Luxembourg,5/1/2006,99.58,107.475403,0.045,118.19,67.4,0
Luxembourg,6/1/2006,99.62,107.5128654,0.045,115.49,66.8,0
Luxembourg,7/1/2006,99.72,107.4623761,0.045,118.39,66.3,0
Luxembourg,8/1/2006,99.91,107.2739515,0.045,116.79,66.5,0
Luxembourg,9/1/2006,100.18,107.1166627,0.047,120.79,66.8,0
Luxembourg,10/1/2006,100.55,107.1738136,0.046,117.69,67.5,0
Luxembourg,11/1/2006,100.99,107.3977046,0.046,120.69,66.8,0
Luxembourg,12/1/2006,101.48,107.3981357,0.046,118.19,67.7,0
Luxembourg,1/1/2007,101.99,106.7665381,0.045,120.79,67.7,0
Luxembourg,2/1/2007,102.47,105.5532865,0.044,120.29,67.9,0
Luxembourg,3/1/2007,102.87,104.4669999,0.043,119.09,69.6,0
Luxembourg,4/1/2007,103.18,104.254187,0.042,115.79,68.7,0
Luxembourg,5/1/2007,103.4,105.0747664,0.041,115.69,68.2,0
Luxembourg,6/1/2007,103.52,106.2747203,0.041,119.49,69.4,0
Luxembourg,7/1/2007,103.55,107.1497863,0.04,115.99,69.5,1
Luxembourg,8/1/2007,103.53,107.4025967,0.04,113.39,70.8,1
Luxembourg,9/1/2007,103.47,107.2820487,0.04,112.29,70.4,1
Luxembourg,10/1/2007,103.37,107.0732238,0.041,114.69,70.9,1
Luxembourg,11/1/2007,103.25,106.9772633,0.042,116.59,72,1
Luxembourg,12/1/2007,103.11,107.0862672,0.042,115.39,71.6,1
Luxembourg,1/1/2008,102.95,107.481597,0.043,115.09,70.8,1
Luxembourg,2/1/2008,102.77,108.1198542,0.045,117.09,72.3,1
Luxembourg,3/1/2008,102.57,108.8008111,0.044,117.29,71.8,1
Luxembourg,4/1/2008,102.35,109.3185415,0.047,119.99,71.1,1
Luxembourg,5/1/2008,102.08,109.6110454,0.048,114.19,72.5,1
Luxembourg,6/1/2008,101.77,109.7914079,0.049,111.69,71.8,1
Luxembourg,7/1/2008,101.4,109.9797635,0.049,116.89,71.2,1
Luxembourg,8/1/2008,100.96,110.1851809,0.05,115.59,71.2,1
Luxembourg,9/1/2008,100.45,110.2859705,0.051,115.69,71.9,1
Luxembourg,10/1/2008,99.9,110.1575937,0.052,102.59,71.5,1
Luxembourg,11/1/2008,99.34,109.8125204,0.052,95.39,70.2,1
Luxembourg,12/1/2008,98.82,109.4193322,0.053,86.29,71.1,1
Luxembourg,1/1/2009,98.34,109.1504267,0.054,90.09,72.2,1
Luxembourg,2/1/2009,97.92,109.0490343,0.054,87.19,70.7,1
Luxembourg,3/1/2009,97.58,109.0159381,0.054,82.49,72.1,1
Luxembourg,4/1/2009,97.33,108.9459905,0.053,88.49,73.4,1
Luxembourg,5/1/2009,97.2,108.7706219,0.053,89.59,72.9,1
Luxembourg,6/1/2009,97.2,108.4603059,0.053,91.39,73,0
Luxembourg,7/1/2009,97.33,107.991058,0.051,92.59,74.3,0
Luxembourg,8/1/2009,97.54,107.4276968,0.05,95.09,72.9,0
Luxembourg,9/1/2009,97.81,106.9267876,0.05,105.39,73.3,0
Luxembourg,10/1/2009,98.11,106.6425592,0.05,97.69,75,0
Luxembourg,11/1/2009,98.42,106.5782834,0.049,97.29,72.3,0
Luxembourg,12/1/2009,98.71,106.5862748,0.048,97.99,72.7,0
Luxembourg,1/1/2010,98.99,106.5230014,0.046,98.19,72.7,0
Luxembourg,2/1/2010,99.26,106.4775366,0.047,96.79,74.5,0
Luxembourg,3/1/2010,99.5,106.7640957,0.046,102.29,75.6,0
Luxembourg,4/1/2010,99.7,107.681907,0.045,101.79,74.5,0
Luxembourg,5/1/2010,99.85,109.0336416,0.044,102.49,75.7,0
Luxembourg,6/1/2010,99.94,110.1567701,0.044,104.29,77.4,0
Luxembourg,7/1/2010,100,110.4008384,0.044,97.89,77.9,0
Luxembourg,8/1/2010,100.04,109.6976823,0.044,99.99,80.1,0
Luxembourg,9/1/2010,100.09,108.5071411,0.045,101.79,81.7,0
Luxembourg,10/1/2010,100.17,107.3016915,0.046,102.39,81.3,0
Luxembourg,11/1/2010,100.28,106.4347038,0.048,102.69,87.3,0
Luxembourg,12/1/2010,100.4,106.1550156,0.048,100.99,86.6,0
Luxembourg,1/1/2011,100.5,106.6804907,0.047,103.59,88.1,0
Luxembourg,2/1/2011,100.55,107.7508685,0.047,107.09,89.8,1
Luxembourg,3/1/2011,100.54,108.6997709,0.047,106.09,88.9,1
Luxembourg,4/1/2011,100.48,108.8805246,0.047,106.19,90.6,1
Luxembourg,5/1/2011,100.4,108.186168,0.048,105.19,92.4,1
Luxembourg,6/1/2011,100.32,106.953403,0.048,100.99,93.7,1
Luxembourg,7/1/2011,100.25,105.5330467,0.049,102.59,94.3,1
Luxembourg,8/1/2011,100.16,104.2908279,0.051,105.29,96.3,1
Luxembourg,9/1/2011,100.06,103.604338,0.05,99.99,97.3,1
Luxembourg,10/1/2011,99.92,103.8103266,0.048,97.39,98.4,1
Luxembourg,11/1/2011,99.74,104.6295228,0.048,101.99,101.6,1
Luxembourg,12/1/2011,99.55,105.3084416,0.049,95.79,107.6,1
Luxembourg,1/1/2012,99.35,105.1362426,0.049,98.39,105.4,1
Luxembourg,2/1/2012,99.17,104.1834103,0.049,95.69,104.9,1
Luxembourg,3/1/2012,99.04,103.1024126,0.051,98.79,108.8,1
Luxembourg,4/1/2012,98.94,102.5166285,0.05,97.99,108.7,1
Luxembourg,5/1/2012,98.86,102.4659901,0.051,96.99,111,1
Luxembourg,6/1/2012,98.78,102.5699491,0.051,101.39,111.5,1
Luxembourg,7/1/2012,98.71,102.4638479,0.05,100.79,115.8,1
Luxembourg,8/1/2012,98.64,102.1089587,0.05,97.89,116.8,1
Luxembourg,9/1/2012,98.61,101.6938,0.051,100.39,117.6,1
Luxembourg,10/1/2012,98.6,101.3994753,0.052,98.39,121.2,1
Luxembourg,11/1/2012,98.62,101.2582662,0.053,89.89,121.3,0
Luxembourg,12/1/2012,98.67,101.202079,0.054,93.69,121,0
Luxembourg,1/1/2013,98.76,101.1636279,0.055,91.99,122.6,0
Luxembourg,2/1/2013,98.9,101.1073499,0.056,93.09,122.9,0
Luxembourg,3/1/2013,99.08,101.0183773,0.057,91.49,123.8,0
Luxembourg,4/1/2013,99.29,100.8853515,0.057,91.89,126.6,0
Luxembourg,5/1/2013,99.48,100.7324892,0.058,93.79,126,0
Luxembourg,6/1/2013,99.64,100.6064528,0.059,91.29,127.1,0
Luxembourg,7/1/2013,99.74,100.5485271,0.059,95.59,129.5,0
Luxembourg,8/1/2013,99.78,100.5381818,0.059,97.49,131.6,0
Luxembourg,9/1/2013,99.76,100.5171711,0.06,96.49,131.8,0
Luxembourg,10/1/2013,99.73,100.4304063,0.06,98.29,133.5,0
Luxembourg,11/1/2013,99.73,100.2609445,0.06,94.89,136.7,0
Luxembourg,12/1/2013,99.78,100.014347,0.06,99.69,136.1,0
Luxembourg,1/1/2014,99.85,99.6996024,0.06,96.29,138.5,0
Luxembourg,2/1/2014,99.87,99.35670056,0.059,99.49,139.3,0
Luxembourg,3/1/2014,99.83,99.04331288,0.06,96.99,136.5,0
Luxembourg,4/1/2014,99.75,98.81014169,0.059,98.39,140.8,0
Luxembourg,5/1/2014,99.67,98.63994436,0.06,97.69,139.6,0
Luxembourg,6/1/2014,99.65,98.4780194,0.06,98.29,139.6,0
Luxembourg,7/1/2014,99.68,98.27238722,0.06,100.29,135.7,0
Luxembourg,8/1/2014,99.76,97.99932715,0.06,98.29,136.5,0
Luxembourg,9/1/2014,99.87,97.65017586,0.061,99.99,137.2,0
Luxembourg,10/1/2014,100.02,97.21853389,0.061,99.89,136.4,0
Luxembourg,11/1/2014,100.19,96.71648404,0.062,99.79,141.8,0
Luxembourg,12/1/2014,100.39,96.16562553,0.062,100.79,155.4,0
Luxembourg,1/1/2015,100.57,95.59389097,0.063,99.99,139.8,0
Luxembourg,2/1/2015,100.69,95.0814402,0.064,100.39,139.3,0
Luxembourg,3/1/2015,100.74,94.73441486,0.064,99.59,142.6,0
Luxembourg,4/1/2015,100.69,94.63507181,0.064,100.09,138.5,0
Luxembourg,5/1/2015,100.56,94.67273933,0.066,100.59,141.3,0
Luxembourg,6/1/2015,100.39,94.64403132,0.065,99.19,143.7,0
Luxembourg,7/1/2015,100.21,94.38013509,0.065,98.79,147.1,0
Luxembourg,8/1/2015,100.07,93.98280025,0.065,101.19,49.9,0
Luxembourg,9/1/2015,99.99,93.67935615,0.065,99.19,50.2,0
Luxembourg,10/1/2015,99.98,93.65788042,0.065,100.39,50.6,0
Luxembourg,11/1/2015,100.02,93.81124979,0.065,101.09,49,0
Luxembourg,12/1/2015,100.11,93.90003106,0.065,99.09,45.5,0
Luxembourg,1/1/2016,100.23,93.7348746,0.064,100.09,50.9,0
Luxembourg,2/1/2016,100.39,93.48650835,0.064,101.99,52.2,0
Luxembourg,3/1/2016,100.58,93.48147614,0.064,102.79,51.2,0
Luxembourg,4/1/2016,100.77,93.98623573,0.063,99.09,51.9,0
Luxembourg,5/1/2016,100.95,94.85290617,0.063,99.99,52.1,0
Luxembourg,6/1/2016,101.1,95.76053361,0.063,100.39,51.9,0
Luxembourg,7/1/2016,101.21,96.42835321,0.062,100.79,51.9,0
Luxembourg,8/1/2016,101.27,96.84310437,0.063,98.39,52.6,1
Luxembourg,9/1/2016,101.27,97.09936593,0.064,98.59,52.1,1
Luxembourg,10/1/2016,101.19,97.2816671,0.063,98.99,33.7,1
Luxembourg,11/1/2016,101.03,97.40924468,0.063,98.79,32.9,1
Luxembourg,12/1/2016,100.79,97.47593757,0.063,102.29,33.4,1
Luxembourg,1/1/2017,100.51,97.46870665,0.06,98.29,33.2,1
Luxembourg,2/1/2017,100.24,97.33311135,0.059,101.99,33.6,1
Luxembourg,3/1/2017,100.03,96.99917455,0.057,103.59,33.8,1
Luxembourg,4/1/2017,99.91,96.42460735,0.056,104.49,34.4,1
Luxembourg,5/1/2017,99.87,95.72897168,0.055,103.39,34.4,1
Luxembourg,6/1/2017,99.91,95.09041256,0.055,104.79,34.4,1
Luxembourg,7/1/2017,100.01,94.65493356,0.056,102.99,34.3,1
Luxembourg,8/1/2017,100.14,94.3874631,0.055,104.79,33.9,1
Luxembourg,9/1/2017,100.27,94.18972474,0.055,105.29,35,1
Luxembourg,10/1/2017,100.4,93.98724782,0.054,102.29,34,1
Luxembourg,11/1/2017,100.52,93.83467677,0.054,107.19,34.4,1
Luxembourg,12/1/2017,100.6,93.83010919,0.056,107.59,34.4,1
Luxembourg,1/1/2018,100.63,94.03880829,0.054,105.39,34.9,1
Luxembourg,2/1/2018,100.61,94.35490697,0.055,102.49,34.4,1
Luxembourg,3/1/2018,100.51,94.61701869,0.056,103.49,35.4,1
Luxembourg,4/1/2018,100.36,94.71657925,0.055,99.99,34.6,1
Luxembourg,5/1/2018,100.19,94.80996537,0.056,102.09,35.3,1
Luxembourg,6/1/2018,100.02,95.13639864,0.056,102.69,35.3,1
Luxembourg,7/1/2018,99.86,95.85821982,0.056,102.49,35.4,1
Luxembourg,8/1/2018,99.71,96.76653293,0.057,102.19,35.7,1
Luxembourg,9/1/2018,99.57,97.54057647,0.056,101.29,35.5,1
Luxembourg,10/1/2018,99.46,97.93592048,0.055,104.59,36,1
Luxembourg,11/1/2018,99.38,98.06305639,0.054,102.99,36.2,1
Luxembourg,12/1/2018,99.35,98.13552448,0.052,103.59,36.3,1
Luxembourg,1/1/2019,99.37,98.3301067,0.052,102.69,36.3,0
Luxembourg,2/1/2019,99.43,98.658979,0.054,101.49,36.6,0
Luxembourg,3/1/2019,99.53,99.08827388,0.056,100.99,36.3,0
Luxembourg,4/1/2019,99.63,99.5832027,0.057,102.09,36.8,0
Luxembourg,5/1/2019,99.72,100.1050143,0.057,100.89,36.4,0
Luxembourg,6/1/2019,99.76,100.61389,0.057,98.99,36.8,0
Luxembourg,7/1/2019,99.77,101.0702017,0.057,98.39,37,0
Luxembourg,8/1/2019,99.75,101.4351147,0.057,100.99,36.9,0
Luxembourg,9/1/2019,99.72,101.67,0.054,99.09,36.9,0
Japan,10/1/1999,99.06,120.89,0.046,102.15,96.0782,0
Japan,11/1/1999,99.24,120.8055259,0.046,103.22,95.1393,0
Japan,12/1/1999,99.47,120.737174,0.047,103.11,96.1878,0
Japan,1/1/2000,99.72,120.6793186,0.047,103.01,97.0467,0
Japan,2/1/2000,99.94,120.626953,0.049,102.9,96.3858,0
Japan,3/1/2000,100.12,120.5774551,0.049,104.39,97.526,0
Japan,4/1/2000,100.24,120.5287765,0.048,105.98,97.5198,0
Japan,5/1/2000,100.32,120.4756591,0.046,105.34,98.2771,0
Japan,6/1/2000,100.38,120.4009303,0.047,106.73,99.1419,0
Japan,7/1/2000,100.44,120.2846551,0.047,106.51,99.2516,0
Japan,8/1/2000,100.52,120.1187102,0.046,108,98.9514,0
Japan,9/1/2000,100.63,119.9371995,0.047,105.77,98.098,0
Japan,10/1/2000,100.76,119.783657,0.047,107.36,98.384,0
Japan,11/1/2000,100.88,119.6795372,0.047,107.79,98.3958,0
Japan,12/1/2000,100.97,119.5702485,0.048,108.85,98.8695,0
Japan,1/1/2001,101.01,119.3848453,0.048,104.81,99.4427,1
Japan,2/1/2001,100.98,119.0817359,0.047,105.77,99.5536,1
Japan,3/1/2001,100.87,118.7167417,0.048,103.96,99.5639,1
Japan,4/1/2001,100.68,118.3658591,0.048,103.22,97.7331,1
Japan,5/1/2001,100.43,118.0858466,0.049,101.2,97.3469,1
Japan,6/1/2001,100.13,117.8719399,0.05,100.14,97.5477,1
Japan,7/1/2001,99.82,117.7071008,0.05,98.75,97.9423,1
Japan,8/1/2001,99.53,117.5719229,0.051,97.37,96.2017,1
Japan,9/1/2001,99.28,117.4397015,0.053,95.56,96.3014,1
Japan,10/1/2001,99.08,117.2823409,0.053,95.56,95.2442,1
Japan,11/1/2001,98.93,117.0861899,0.054,94.08,96.6971,1
Japan,12/1/2001,98.85,116.8805171,0.054,95.03,95.2489,1
Japan,1/1/2002,98.82,116.702511,0.052,94.5,96.4263,1
Japan,2/1/2002,98.84,116.5743558,0.053,95.67,95.2736,0
Japan,3/1/2002,98.9,116.4752512,0.053,96.1,95.5921,0
Japan,4/1/2002,98.97,116.3767597,0.053,95.99,95.1954,0
Japan,5/1/2002,99.04,116.2593029,0.054,99.82,95.4147,0
Japan,6/1/2002,99.1,116.127777,0.055,98.65,94.7957,0
Japan,7/1/2002,99.13,115.9912629,0.054,99.39,93.9519,0
Japan,8/1/2002,99.15,115.8552522,0.055,99.82,95.2003,0
Japan,9/1/2002,99.14,115.7156711,0.054,100.45,95.0978,0
Japan,10/1/2002,99.12,115.5668757,0.054,100.45,94.3689,0
Japan,11/1/2002,99.09,115.4057745,0.052,100.35,95.6011,0
Japan,12/1/2002,99.06,115.2358379,0.054,100.24,93.9582,0
Japan,1/1/2003,99.03,115.0615608,0.054,101.62,95.3815,0
Japan,2/1/2003,99.02,114.8818958,0.052,101.19,96.297,0
Japan,3/1/2003,99.03,114.682046,0.054,101.95,95.9995,0
Japan,4/1/2003,99.06,114.4451609,0.055,100.54,94.4716,0
Japan,5/1/2003,99.11,114.1667148,0.054,101.84,94.9953,0
Japan,6/1/2003,99.18,113.8716885,0.054,100.97,95.2882,0
Japan,7/1/2003,99.27,113.5893352,0.052,101.41,93.8364,0
Japan,8/1/2003,99.39,113.3361702,0.051,100.43,95.2882,0
Japan,9/1/2003,99.53,113.0992731,0.052,103.47,95.7038,0
Japan,10/1/2003,99.68,112.8616257,0.051,104.67,96.7307,0
Japan,11/1/2003,99.83,112.6163217,0.051,104.88,94.8559,0
Japan,12/1/2003,99.96,112.3790155,0.049,104.56,96.5109,0
Japan,1/1/2004,100.06,112.1683208,0.049,106.41,98.0535,0
Japan,2/1/2004,100.11,111.9858547,0.05,106.08,96.7103,0
Japan,3/1/2004,100.13,111.7966156,0.048,105.54,96.9234,1
Japan,4/1/2004,100.13,111.5610182,0.048,107.38,95.8923,1
Japan,5/1/2004,100.12,111.2670659,0.047,107.49,95.0725,1
Japan,6/1/2004,100.1,110.9601715,0.047,107.82,94.8771,1
Japan,7/1/2004,100.07,110.6927196,0.049,109.34,96.4078,1
Japan,8/1/2004,100.03,110.4907437,0.048,107.82,95.4845,1
Japan,9/1/2004,99.98,110.3273068,0.046,108.14,96.4226,1
Japan,10/1/2004,99.93,110.1693837,0.046,106.08,95.7259,1
Japan,11/1/2004,99.88,110.0148532,0.045,107.38,95.6147,1
Japan,12/1/2004,99.87,109.9216135,0.045,105.97,96.2095,1
Japan,1/1/2005,99.9,109.9539355,0.045,108.47,98.7793,0
Japan,2/1/2005,99.96,110.1199351,0.046,108.47,98.0515,0
Japan,3/1/2005,100.06,110.3223389,0.045,108.8,97.8514,0
Japan,4/1/2005,100.18,110.4529186,0.045,109.23,99.5017,0
Japan,5/1/2005,100.33,110.4662302,0.045,108.36,97.7529,0
Japan,6/1/2005,100.47,110.4307119,0.043,108.8,98.5701,0
Japan,7/1/2005,100.61,110.4263429,0.044,108.14,98.6721,0
Japan,8/1/2005,100.73,110.4914969,0.043,108.14,97.2269,0
Japan,9/1/2005,100.8,110.5915998,0.042,109.01,97.7506,0
Japan,10/1/2005,100.84,110.6848541,0.044,108.04,97.7506,0
Japan,11/1/2005,100.86,110.7415771,0.045,110.21,98.3618,0
Japan,12/1/2005,100.85,110.7526224,0.044,110.64,99.2934,0
Japan,1/1/2006,100.84,110.7109533,0.044,110.97,98.4684,0
Japan,2/1/2006,100.82,110.6179944,0.041,110.75,99.1884,0
Japan,3/1/2006,100.8,110.4890384,0.041,111.51,99.0868,0
Japan,4/1/2006,100.78,110.3406034,0.041,113.58,98.47,0
Japan,5/1/2006,100.77,110.1853857,0.041,111.84,97.9608,0
Japan,6/1/2006,100.78,110.0300241,0.042,113.36,98.1664,0
Japan,7/1/2006,100.83,109.8803908,0.041,113.8,98.0576,0
Japan,8/1/2006,100.93,109.7289858,0.041,114.12,97.0479,0
Japan,9/1/2006,101.1,109.5478117,0.041,114.01,97.355,0
Japan,10/1/2006,101.31,109.3077669,0.041,114.45,97.3496,0
Japan,11/1/2006,101.54,109.0135354,0.04,115.54,97.7483,0
Japan,12/1/2006,101.77,108.7198932,0.04,115.64,98.6776,0
Japan,1/1/2007,101.96,108.4848751,0.04,114.45,97.7459,0
Japan,2/1/2007,102.1,108.3274779,0.04,115.1,99.0829,0
Japan,3/1/2007,102.19,108.2107085,0.04,115.1,98.3618,0
Japan,4/1/2007,102.22,108.0941721,0.038,114.77,98.6762,0
Japan,5/1/2007,102.21,107.9792772,0.038,116.08,98.5776,0
Japan,6/1/2007,102.17,107.9254378,0.037,116.08,98.5746,0
Japan,7/1/2007,102.14,107.9944168,0.036,116.19,96.7172,0
Japan,8/1/2007,102.12,108.1673646,0.037,119.12,98.2728,0
Japan,9/1/2007,102.15,108.3172074,0.039,117.38,98.6831,0
Japan,10/1/2007,102.21,108.312946,0.04,118.9,98.6872,0
Japan,11/1/2007,102.3,108.1662829,0.038,117.71,99.2993,0
Japan,12/1/2007,102.38,108.0742961,0.037,118.36,99.0963,0
Japan,1/1/2008,102.45,108.2409876,0.039,119.17,98.8894,0
Japan,2/1/2008,102.48,108.672816,0.04,119.47,98.0656,1
Japan,3/1/2008,102.44,109.1279176,0.038,118.24,98.3821,1
Japan,4/1/2008,102.32,109.3539801,0.039,117.73,97.8691,1
Japan,5/1/2008,102.12,109.2785516,0.04,118.34,97.3793,1
Japan,6/1/2008,101.81,109.0479794,0.04,115.16,96.9859,1
Japan,7/1/2008,101.38,108.818876,0.039,115.16,96.6895,1
Japan,8/1/2008,100.82,108.6548877,0.041,110.95,96.398,1
Japan,9/1/2008,100.11,108.5102108,0.04,112.39,96.8001,1
Japan,10/1/2008,99.29,108.3340898,0.038,109.93,96.3943,1
Japan,11/1/2008,98.4,108.114842,0.04,102.85,97.3793,1
Japan,12/1/2008,97.5,107.8853048,0.044,94.53,96.8593,1
Japan,1/1/2009,96.71,107.6799136,0.043,86.94,96.635,1
Japan,2/1/2009,96.13,107.5103535,0.046,79.65,95.5966,1
Japan,3/1/2009,95.83,107.3632198,0.048,80.37,95.8151,1
Japan,4/1/2009,95.78,107.2237338,0.05,83.86,95.5123,1
Japan,5/1/2009,95.88,107.0750203,0.051,86.94,96.4263,0
Japan,6/1/2009,96.08,106.8979651,0.052,88.37,96.3162,0
Japan,7/1/2009,96.32,106.6742684,0.055,89.4,96.8203,0
Japan,8/1/2009,96.6,106.4081622,0.054,90.73,97.1385,0
Japan,9/1/2009,96.91,106.1271572,0.054,93.51,98.5776,0
Japan,10/1/2009,97.25,105.8589475,0.052,96.07,99.0877,0
Japan,11/1/2009,97.59,105.6107739,0.052,98.02,99.0858,0
Japan,12/1/2009,97.94,105.3694237,0.052,98.84,100.3276,0
Japan,1/1/2010,98.29,105.1210795,0.05,101.1,99.6025,0
Japan,2/1/2010,98.66,104.8580947,0.05,101.41,100.1202,0
Japan,3/1/2010,99.06,104.5787954,0.051,101.72,100.9466,0
Japan,4/1/2010,99.46,104.2819935,0.051,102.95,100.7392,0
Japan,5/1/2010,99.86,103.9714455,0.051,102.54,99.6034,0
Japan,6/1/2010,100.22,103.6555399,0.052,101.92,100.2237,0
Japan,7/1/2010,100.5,103.3435778,0.05,103.15,101.9941,0
Japan,8/1/2010,100.65,103.0590984,0.051,103.67,102.7198,1
Japan,9/1/2010,100.65,102.8385517,0.051,105,101.2617,1
Japan,10/1/2010,100.49,102.7165568,0.051,102.02,99.8098,1
Japan,11/1/2010,100.21,102.6854794,0.05,103.77,101.4692,1
Japan,12/1/2010,99.86,102.7006024,0.049,104.08,98.6651,1
Japan,1/1/2011,99.5,102.7175352,0.048,104.8,100.433,1
Japan,2/1/2011,99.17,102.7195269,0.047,105.21,100.8493,1
Japan,3/1/2011,98.94,102.7133035,0.047,88.58,93.3697,1
Japan,4/1/2011,98.84,102.7075372,0.047,90.22,97.1146,1
Japan,5/1/2011,98.89,102.730759,0.046,96.17,99.3942,1
Japan,6/1/2011,99.08,102.8278251,0.047,100.07,102.0939,1
Japan,7/1/2011,99.36,103.0381391,0.047,101,102.9247,1
Japan,8/1/2011,99.66,103.3077181,0.045,102.54,100.0167,1
Japan,9/1/2011,99.9,103.5082881,0.042,101.92,99.8092,1
Japan,10/1/2011,100.1,103.5187911,0.044,103.56,101.4677,1
Japan,11/1/2011,100.25,103.3568847,0.045,101.51,99.5995,1
Japan,12/1/2011,100.37,103.1470104,0.045,103.56,101.3711,1
Japan,1/1/2012,100.45,103.0087132,0.045,103.87,101.9921,1
Japan,2/1/2012,100.45,102.9526459,0.045,103.67,101.7804,1
Japan,3/1/2012,100.37,102.908351,0.045,103.46,101.7732,1
Japan,4/1/2012,100.22,102.8070372,0.045,102.95,101.7713,1
Japan,5/1/2012,100.03,102.6288074,0.044,101.1,101.6733,1
Japan,6/1/2012,99.84,102.3890015,0.043,100.38,101.89,1
Japan,7/1/2012,99.67,102.1055212,0.043,99.87,102.4179,1
Japan,8/1/2012,99.55,101.8193627,0.042,98.64,101.6836,1
Japan,9/1/2012,99.49,101.5876243,0.042,96.48,100.433,1
Japan,10/1/2012,99.5,101.4609589,0.041,96.79,100.6411,0
Japan,11/1/2012,99.58,101.4063196,0.041,96.07,100.4343,0
Japan,12/1/2012,99.73,101.3342071,0.043,97.41,101.8959,0
Japan,1/1/2013,99.93,101.1628646,0.042,95.39,101.1639,0
Japan,2/1/2013,100.14,100.9143992,0.043,96.99,102.0024,0
Japan,3/1/2013,100.35,100.6786765,0.041,97.89,102.7283,0
Japan,4/1/2013,100.56,100.5392256,0.041,98.09,102.6159,0
Japan,5/1/2013,100.74,100.4949754,0.041,99.59,102.4054,0
Japan,6/1/2013,100.9,100.4914761,0.039,98.59,103.1325,0
Japan,7/1/2013,101.03,100.4759266,0.038,100.09,101.5713,0
Japan,8/1/2013,101.13,100.4223374,0.041,100.39,101.9798,0
Japan,9/1/2013,101.19,100.3210782,0.039,101.19,102.1797,0
Japan,10/1/2013,101.22,100.1657686,0.04,101.49,101.8688,0
Japan,11/1/2013,101.22,99.98116883,0.039,101.89,102.8948,1
Japan,12/1/2013,101.19,99.81041078,0.037,101.89,102.7892,1
Japan,1/1/2014,101.11,99.69114047,0.037,103.59,104.2355,1
Japan,2/1/2014,100.93,99.60443126,0.036,102.89,104.2355,1
Japan,3/1/2014,100.66,99.49909073,0.037,104.29,112.5316,1
Japan,4/1/2014,100.34,99.33102674,0.036,99.79,95.1917,1
Japan,5/1/2014,100.02,99.12694443,0.036,101.89,98.0143,1
Japan,6/1/2014,99.77,98.95258027,0.037,100.59,99.0145,1
Japan,7/1/2014,99.6,98.86564578,0.037,100.39,98.8153,1
Japan,8/1/2014,99.52,98.84731127,0.035,99.49,99.9167,1
Japan,9/1/2014,99.53,98.83796334,0.035,100.59,100.8144,1
Japan,10/1/2014,99.62,98.78329012,0.036,100.59,100.2167,1
Japan,11/1/2014,99.77,98.67843258,0.034,100.59,100.9204,1
Japan,12/1/2014,99.95,98.54399464,0.034,100.19,100.5183,1
Japan,1/1/2015,100.14,98.4008591,0.036,102.69,99.7154,1
Japan,2/1/2015,100.3,98.27048045,0.035,99.79,100.3185,1
Japan,3/1/2015,100.4,98.17459755,0.034,99.29,99.6154,1
Japan,4/1/2015,100.43,98.12961666,0.034,99.69,99.4178,1
Japan,5/1/2015,100.41,98.10919174,0.033,99.69,100.2159,1
Japan,6/1/2015,100.34,98.06643153,0.034,100.49,99.5176,1
Japan,7/1/2015,100.23,97.96197402,0.033,100.39,100.4163,1
Japan,8/1/2015,100.1,97.81539635,0.034,98.79,100.5158,1
Japan,9/1/2015,99.96,97.67363192,0.034,100.49,100.5153,1
Japan,10/1/2015,99.83,97.57671294,0.032,100.59,101.5139,1
Japan,11/1/2015,99.73,97.51255543,0.033,99.99,99.2157,1
Japan,12/1/2015,99.67,97.44571679,0.033,98.09,99.3151,1
Japan,1/1/2016,99.63,97.34669397,0.032,100.29,99.6146,1
